,paper,doi,research_field_label
2106,http://orkg.org/orkg/resource/R25710,10.1007/978-3-642-16438-5_45,Science
2107,http://orkg.org/orkg/resource/R25714,10.1007/978-3-642-25073-6_30,Science
2108,http://orkg.org/orkg/resource/R25722,10.3233/sw-150200,Science
2109,http://orkg.org/orkg/resource/R25724,10.1109/icde.2016.7498340,Science
2110,http://orkg.org/orkg/resource/R25728,10.1145/1089827.1089839,Science
2111,http://orkg.org/orkg/resource/R25734,10.1007/978-3-540-31849-1_41,Science
2112,http://orkg.org/orkg/resource/R25738,10.1109/cit.2007.120,Science
2113,http://orkg.org/orkg/resource/R25740,10.1016/j.jss.2007.07.026,Science
2114,http://orkg.org/orkg/resource/R25742,10.1109/tkde.2006.1599386,Science
2115,http://orkg.org/orkg/resource/R25744,10.1109/sera.2006.6,Science
2116,http://orkg.org/orkg/resource/R25746,10.1109/wkdd.2008.64,Science
2117,http://orkg.org/orkg/resource/R25748,10.1145/347090.347149,Science
2118,http://orkg.org/orkg/resource/R25750,10.1007/978-3-540-68125-0_50,Science
2119,http://orkg.org/orkg/resource/R25754,10.1007/978-3-642-00399-8_5,Science
2120,http://orkg.org/orkg/resource/R25756,10.1145/1133905.1133913,Science
2121,http://orkg.org/orkg/resource/R25758,10.1007/978-3-540-28651-6_52,Science
2122,http://orkg.org/orkg/resource/R25760,10.1007/978-3-540-45080-1_93,Science
2123,http://orkg.org/orkg/resource/R25763,10.1080/07408170600897460,Science
2124,http://orkg.org/orkg/resource/R25770,10.1002/cctc.201200033,Science
2125,http://orkg.org/orkg/resource/R25772,10.1021/acscatal.5b00896,Science
2126,http://orkg.org/orkg/resource/R25774,10.1016/j.jcat.2016.05.002,Science
2127,http://orkg.org/orkg/resource/R25776,10.1016/j.jcat.2017.09.004,Science
2128,http://orkg.org/orkg/resource/R25779,10.1016/j.partic.2010.01.004,Science
2129,http://orkg.org/orkg/resource/R25781,10.1016/j.apcata.2013.11.036,Science
2130,http://orkg.org/orkg/resource/R25783,10.1039/c7nr04992g,Science
2131,http://orkg.org/orkg/resource/R25785,10.1038/ncomms9550,Science
2132,http://orkg.org/orkg/resource/R25787,10.1039/c3nj01136d,Science
2133,http://orkg.org/orkg/resource/R25789,10.1021/acscatal.5b00700,Science
2134,http://orkg.org/orkg/resource/R25791,10.1021/acscatal.6b03293,Science
2135,http://orkg.org/orkg/resource/R25793,10.1016/j.apcata.2011.04.048,Science
2136,http://orkg.org/orkg/resource/R25795,10.1016/j.catcom.2011.04.015,Science
2137,http://orkg.org/orkg/resource/R25797,10.1039/c3cc43511c,Science
2138,http://orkg.org/orkg/resource/R25799,10.1016/j.jcat.2008.06.014,Science
2139,http://orkg.org/orkg/resource/R25801,10.1021/ja202869d,Science
2140,http://orkg.org/orkg/resource/R258023,10.48550/arXiv.2211.14279,Science
2141,http://orkg.org/orkg/resource/R25803,10.1021/acs.chemrev.9b00230,Science
2142,http://orkg.org/orkg/resource/R25807,10.1002/anie.201008013,Science
2143,http://orkg.org/orkg/resource/R25809,10.1021/acscatal.5b01933,Science
2144,http://orkg.org/orkg/resource/R25812,10.1002/adma.201801878,Science
2145,http://orkg.org/orkg/resource/R25814,10.1021/jacs.7b01471,Science
2146,http://orkg.org/orkg/resource/R25816,10.1021/jacs.5b06485,Science
2147,http://orkg.org/orkg/resource/R25818,10.1007/s12274-016-1416-z,Science
2148,http://orkg.org/orkg/resource/R25820,10.1021/jacs.8b07476,Science
2149,http://orkg.org/orkg/resource/R25822,10.1016/s1872-2067(15)61090-7,Science
2150,http://orkg.org/orkg/resource/R25824,10.1007/s12274-017-1701-5,Science
2151,http://orkg.org/orkg/resource/R25826,10.1007/bf03216590,Science
2152,http://orkg.org/orkg/resource/R25828,10.1021/jp100479b,Science
2153,http://orkg.org/orkg/resource/R25830,10.1016/j.jcat.2011.09.025,Science
2154,http://orkg.org/orkg/resource/R25832,10.1016/j.apcata.2012.06.030,Science
2155,http://orkg.org/orkg/resource/R25834,10.1016/j.jcat.2012.05.017,Science
2156,http://orkg.org/orkg/resource/R25836,10.1016/j.cattod.2007.02.016,Science
2157,http://orkg.org/orkg/resource/R25838,10.1016/j.jcat.2009.04.021,Science
2158,http://orkg.org/orkg/resource/R25840,10.1016/j.jcat.2009.10.019,Science
2159,http://orkg.org/orkg/resource/R25842,10.1021/ja9101997,Science
2160,http://orkg.org/orkg/resource/R25844,10.1016/j.apcata.2017.07.041,Science
2161,http://orkg.org/orkg/resource/R25846,10.1038/nmat3347,Science
2162,http://orkg.org/orkg/resource/R25848,10.1016/j.apsusc.2016.06.067,Science
2163,http://orkg.org/orkg/resource/R25850,10.1002/ange.201203675,Science
2164,http://orkg.org/orkg/resource/R25853,10.1002/anie.201704999,Science
2165,http://orkg.org/orkg/resource/R25855,10.1021/acscatal.8b01619,Science
2166,http://orkg.org/orkg/resource/R25858,10.1039/c4nr02777a,Science
2167,http://orkg.org/orkg/resource/R25861,10.1021/jacs.5b07521,Science
2168,http://orkg.org/orkg/resource/R25863,10.1002/chem.201604763,Science
2169,http://orkg.org/orkg/resource/R25865,10.1002/anie.201503148,Science
2170,http://orkg.org/orkg/resource/R25868,10.1021/cs4004563,Science
2171,http://orkg.org/orkg/resource/R25870,10.1038/s41467-018-05052-4,Science
2172,http://orkg.org/orkg/resource/R25872,10.1002/anie.201207845,Science
2173,http://orkg.org/orkg/resource/R25874,10.1039/c2cc30285c,Science
2174,http://orkg.org/orkg/resource/R25876,10.1039/c6cc00143b,Science
2175,http://orkg.org/orkg/resource/R25878,10.1002/cssc.201701127,Science
2176,http://orkg.org/orkg/resource/R25880,10.1002/chin.201403037,Science
2177,http://orkg.org/orkg/resource/R25882,10.1038/ncomms6787,Science
2178,http://orkg.org/orkg/resource/R25884,10.1021/acscatal.5b02518,Science
2179,http://orkg.org/orkg/resource/R25886,10.1002/adma.201605332,Science
2180,http://orkg.org/orkg/resource/R25888,10.1021/jp1103164,Science
2181,http://orkg.org/orkg/resource/R25890,10.1016/j.apsusc.2018.06.091,Science
2182,http://orkg.org/orkg/resource/R25892,10.1039/c7cy00794a,Science
2183,http://orkg.org/orkg/resource/R25894,10.1039/c3cp51538a,Science
2184,http://orkg.org/orkg/resource/R25896,10.1002/anie.201505073,Science
2185,http://orkg.org/orkg/resource/R25898,10.1021/acsnano.5b04210,Science
2186,http://orkg.org/orkg/resource/R25902,10.1016/j.ab.2006.11.013,Science
2187,http://orkg.org/orkg/resource/R25904,10.1007/s00216-006-0705-x,Science
2188,http://orkg.org/orkg/resource/R25906,10.1128/jcm.35.1.92-97.1997,Science
2189,http://orkg.org/orkg/resource/R259061,10.18653/v1/n19-1299,Semantic Web
2190,http://orkg.org/orkg/resource/R259070,10.3115/v1/d14-1067,Semantic Web
2191,http://orkg.org/orkg/resource/R25908,10.1128/cdli.7.2.288-292.2000,Science
2192,http://orkg.org/orkg/resource/R25910,10.1007/s10327-006-0316-6,Science
2193,http://orkg.org/orkg/resource/R25912,10.1016/s0022-1759(02)00086-8,Science
2194,http://orkg.org/orkg/resource/R25914,10.1128/jcm.42.12.5458-5461.2004,Science
2195,http://orkg.org/orkg/resource/R25916,10.1016/s0009-9120(03)00057-2,Science
2196,http://orkg.org/orkg/resource/R25918,10.1016/j.vetpar.2006.01.026,Science
2197,http://orkg.org/orkg/resource/R25921,10.1016/j.cccn.2003.10.002,Science
2198,http://orkg.org/orkg/resource/R25923,10.1016/s0009-8981(03)00113-x,Science
2199,http://orkg.org/orkg/resource/R25925,10.1093/clinchem/39.4.619,Science
2200,http://orkg.org/orkg/resource/R25927,10.1373/clinchem.2006.074021,Science
2201,http://orkg.org/orkg/resource/R25929,10.1016/j.jim.2005.08.014,Science
2202,http://orkg.org/orkg/resource/R25932,10.1016/j.snb.2005.07.007,Science
2203,http://orkg.org/orkg/resource/R25934,10.1080/09540100099607,Science
2204,http://orkg.org/orkg/resource/R25936,10.1021/jf0530401,Science
2205,http://orkg.org/orkg/resource/R25938,10.1021/es026191i,Science
2206,http://orkg.org/orkg/resource/R25940,10.1039/a804695f,Science
2207,http://orkg.org/orkg/resource/R25942,10.1016/s0022-1759(03)00207-2,Science
2208,http://orkg.org/orkg/resource/R25944,10.1021/jf062523h,Science
2209,http://orkg.org/orkg/resource/R25946,10.1046/j.1365-2672.2003.01989.x,Science
2210,http://orkg.org/orkg/resource/R25949,10.1128/cvi.13.5.541-546.2006,Science
2211,http://orkg.org/orkg/resource/R25951,10.1016/j.jim.2003.07.009,Science
2212,http://orkg.org/orkg/resource/R25953,10.1016/0009-8981(94)90229-1,Science
2213,http://orkg.org/orkg/resource/R25955,10.1007/s00216-006-0549-4,Science
2214,http://orkg.org/orkg/resource/R25957,10.1071/rd00062,Science
2215,http://orkg.org/orkg/resource/R25959,10.3891/acta.chem.scand.50-0141,Science
2216,http://orkg.org/orkg/resource/R25963,10.1109/icpr.1990.118163,Science
2217,http://orkg.org/orkg/resource/R25967,10.1007/978-3-642-93464-3_15,Science
2218,http://orkg.org/orkg/resource/R25975,10.1109/icdar.1997.619813,Science
2219,http://orkg.org/orkg/resource/R25977,10.1109/icdar.1993.395626,Science
2220,http://orkg.org/orkg/resource/R25979,10.1109/34.221173,Science
2221,http://orkg.org/orkg/resource/R25981,10.1109/icdar.1993.395722,Science
2222,http://orkg.org/orkg/resource/R25983,10.1109/icpr.1994.576951,Science
2223,http://orkg.org/orkg/resource/R25985,10.1109/icdar.1995.599038,Science
2224,http://orkg.org/orkg/resource/R25987,10.1109/icdar.1995.599036,Science
2225,http://orkg.org/orkg/resource/R25989,10.1002/(sici)1098-1098(199624)7:4<271::aid-ima2>3.0.co;2-5,Science
2226,http://orkg.org/orkg/resource/R25991,10.1109/icdar.1997.620669,Science
2227,http://orkg.org/orkg/resource/R25993,10.1109/icdar.1999.791756,Science
2228,http://orkg.org/orkg/resource/R25995,10.1109/icdar.1999.791786,Science
2229,http://orkg.org/orkg/resource/R25997,10.1117/12.410828,Science
2230,http://orkg.org/orkg/resource/R260028,10.1145/3558100.3563855,Natural Language Processing
2231,http://orkg.org/orkg/resource/R26019,10.1515/9783486766769-006,Science
2232,http://orkg.org/orkg/resource/R26023,10.1080/00218467408075027,Science
2233,http://orkg.org/orkg/resource/R26025,10.1007/s11029-015-9483-x,Science
2234,http://orkg.org/orkg/resource/R26027,10.2514/6.1975-798,Science
2235,http://orkg.org/orkg/resource/R26031,10.1093/qjmam/30.4.415,Science
2236,http://orkg.org/orkg/resource/R26033,10.2514/3.60878,Science
2237,http://orkg.org/orkg/resource/R26035,10.1177/002199838101500305,Science
2238,http://orkg.org/orkg/resource/R26037,10.1365/s35784-011-0028-y,Science
2239,http://orkg.org/orkg/resource/R26039,10.1365/s35784-013-0234-x,Science
2240,http://orkg.org/orkg/resource/R26041,10.1061/(asce)0733-9399(1991)117:3(605),Science
2241,http://orkg.org/orkg/resource/R26043,10.1243/03093247v274211,Science
2242,http://orkg.org/orkg/resource/R26045,10.1080/00218469208030455,Science
2243,http://orkg.org/orkg/resource/R26047,10.1007/bf01181040,Science
2244,http://orkg.org/orkg/resource/R26049,10.1016/s0142-1123(97)82623-0,Science
2245,http://orkg.org/orkg/resource/R26051,10.1061/(asce)0733-9399(1999)125:11(1298),Science
2246,http://orkg.org/orkg/resource/R26053,10.1163/156856100742104,Science
2247,http://orkg.org/orkg/resource/R26055,10.1016/s0266-3538(02)00030-1,Science
2248,http://orkg.org/orkg/resource/R26057,10.1007/978-94-009-5616-2,Science
2249,http://orkg.org/orkg/resource/R26059,10.1080/00218460309561,Science
2250,http://orkg.org/orkg/resource/R26061,10.1016/s0734-743x(03)00025-3,Science
2251,http://orkg.org/orkg/resource/R26067,10.1121/1.2816563,Science
2252,http://orkg.org/orkg/resource/R26071,10.1111/j.1600-0668.1993.00006.x,Science
2253,http://orkg.org/orkg/resource/R26073,10.1080/09613210500161950,Science
2254,http://orkg.org/orkg/resource/R26075,10.1016/j.enbuild.2009.03.016,Science
2255,http://orkg.org/orkg/resource/R26077,10.1177/1420326x07080463,Science
2256,http://orkg.org/orkg/resource/R26079,10.1016/j.buildenv.2008.03.013,Science
2257,http://orkg.org/orkg/resource/R26081,10.1016/j.buildenv.2007.01.001,Science
2258,http://orkg.org/orkg/resource/R26084,10.1016/j.buildenv.2008.06.011,Science
2259,http://orkg.org/orkg/resource/R26087,10.1080/00994480.1990.10747961,Science
2260,http://orkg.org/orkg/resource/R26089,10.1080/0014013031000085707,Science
2261,http://orkg.org/orkg/resource/R26091,10.1016/s0003-6870(72)80074-7,Science
2262,http://orkg.org/orkg/resource/R26095,10.1111/j.1600-0668.2005.00337.x,Science
2263,http://orkg.org/orkg/resource/R26097,10.1016/s0378-7788(02)00012-9,Science
2264,http://orkg.org/orkg/resource/R26099,10.1080/09613210802710298,Science
2265,http://orkg.org/orkg/resource/R26101,10.1111/j.1600-0668.1995.00003.x,Science
2266,http://orkg.org/orkg/resource/R26103,10.1016/s0031-9384(02)00956-3,Science
2267,http://orkg.org/orkg/resource/R26105,10.1111/j.1600-0668.1997.00009.x,Science
2268,http://orkg.org/orkg/resource/R26111,10.2139/ssrn.3400240,Science
2269,http://orkg.org/orkg/resource/R26115,10.2307/3867219,Science
2270,http://orkg.org/orkg/resource/R26117,10.2307/2803676,Science
2271,http://orkg.org/orkg/resource/R26123,10.2307/2230718,Science
2272,http://orkg.org/orkg/resource/R26128,10.1080/00220387008421338,Science
2273,http://orkg.org/orkg/resource/R26131,10.2307/2288163,Science
2274,http://orkg.org/orkg/resource/R26133,10.1525/ae.1984.11.3.02a00160,Science
2275,http://orkg.org/orkg/resource/R26135,10.5860/choice.27-1622,Science
2276,http://orkg.org/orkg/resource/R26140,10.1596/1813-9450-1691,Science
2277,http://orkg.org/orkg/resource/R26144,10.1596/1813-9450-1916,Science
2278,http://orkg.org/orkg/resource/R26156,10.1287/opre.32.5.1019,Science
2279,http://orkg.org/orkg/resource/R26165,10.1007/bf02022035,Science
2280,http://orkg.org/orkg/resource/R26167,10.1287/opre.34.1.75,Science
2281,http://orkg.org/orkg/resource/R26173,10.1287/trsc.23.2.67,Science
2282,http://orkg.org/orkg/resource/R26175,10.1287/trsc.26.3.171,Science
2283,http://orkg.org/orkg/resource/R26181,10.1287/trsc.29.3.256,Science
2284,http://orkg.org/orkg/resource/R26184,10.1016/s0925-5273(97)00059-5,Science
2285,http://orkg.org/orkg/resource/R26189,10.1287/trsc.32.2.189,Science
2286,http://orkg.org/orkg/resource/R26192,10.1287/trsc.35.2.192.10134,Science
2287,http://orkg.org/orkg/resource/R26196,10.1287/inte.13.6.4,Science
2288,http://orkg.org/orkg/resource/R26201,10.1016/s0377-2217(87)80005-x,Science
2289,http://orkg.org/orkg/resource/R26205,10.2307/2584042,Science
2290,http://orkg.org/orkg/resource/R26209,10.1080/03155986.1996.11732310,Science
2291,http://orkg.org/orkg/resource/R26214,10.1287/trsc.33.1.3,Science
2292,http://orkg.org/orkg/resource/R26220,10.2307/254095,Science
2293,http://orkg.org/orkg/resource/R26222,10.1287/trsc.36.1.119.573,Science
2294,http://orkg.org/orkg/resource/R26224,10.1287/trsc.1030.0054,Science
2295,http://orkg.org/orkg/resource/R26228,10.1287/opre.1040.0150,Science
2296,http://orkg.org/orkg/resource/R26231,10.1016/j.ejor.2004.02.008,Science
2297,http://orkg.org/orkg/resource/R26233,10.1016/j.jfoodeng.2004.05.073,Science
2298,http://orkg.org/orkg/resource/R26235,10.1080/00207540600597138,Science
2299,http://orkg.org/orkg/resource/R26238,10.1016/j.ejor.2005.06.047,Science
2300,http://orkg.org/orkg/resource/R26241,10.1016/j.ejor.2005.03.063,Science
2301,http://orkg.org/orkg/resource/R26244,10.1287/trsc.1060.0188,Science
2302,http://orkg.org/orkg/resource/R26248,10.1287/inte.1060.0276,Science
2303,http://orkg.org/orkg/resource/R26251,10.1016/j.cor.2005.05.036,Science
2304,http://orkg.org/orkg/resource/R26255,10.1007/s00291-008-0134-7,Science
2305,http://orkg.org/orkg/resource/R26258,10.1016/j.cor.2006.10.020,Science
2306,http://orkg.org/orkg/resource/R26260,10.1016/j.ejor.2007.02.061,Science
2307,http://orkg.org/orkg/resource/R26265,10.1016/0191-2615(85)90051-7,Science
2308,http://orkg.org/orkg/resource/R26269,10.1287/mnsc.36.1.92,Science
2309,http://orkg.org/orkg/resource/R26272,10.1287/mnsc.36.2.240,Science
2310,http://orkg.org/orkg/resource/R26274,10.1287/opre.41.1.37,Science
2311,http://orkg.org/orkg/resource/R26279,10.1287/opre.41.1.77,Science
2312,http://orkg.org/orkg/resource/R26284,10.1287/opre.42.5.879,Science
2313,http://orkg.org/orkg/resource/R26288,10.1287/opre.43.4.649,Science
2314,http://orkg.org/orkg/resource/R26290,10.1016/s0377-2217(96)00188-9,Science
2315,http://orkg.org/orkg/resource/R26292,10.1016/s0191-2615(96)00029-x,Science
2316,http://orkg.org/orkg/resource/R26295,10.1287/opre.45.1.102,Science
2317,http://orkg.org/orkg/resource/R26297,10.1287/trsc.31.2.193,Science
2318,http://orkg.org/orkg/resource/R26300,10.1287/mnsc.43.3.294,Science
2319,http://orkg.org/orkg/resource/R26302,10.1287/mnsc.44.11.1562,Science
2320,http://orkg.org/orkg/resource/R26306,10.1016/s0377-2217(98)00301-4,Science
2321,http://orkg.org/orkg/resource/R26311,10.1287/trsc.33.4.361,Science
2322,http://orkg.org/orkg/resource/R26313,10.1287/trsc.36.1.94.574,Science
2323,http://orkg.org/orkg/resource/R26317,10.1287/msom.5.4.348.24884,Science
2324,http://orkg.org/orkg/resource/R26319,10.1287/opre.1040.0114,Science
2325,http://orkg.org/orkg/resource/R26321,10.1287/trsc.1030.0041,Science
2326,http://orkg.org/orkg/resource/R26324,10.1016/j.ejor.2005.02.008,Science
2327,http://orkg.org/orkg/resource/R26326,10.1080/13675560600649982,Science
2328,http://orkg.org/orkg/resource/R26330,10.1287/msom.1060.0111,Science
2329,http://orkg.org/orkg/resource/R26333,10.1287/trsc.1060.0160,Science
2330,http://orkg.org/orkg/resource/R26336,10.1108/09600030710763396,Science
2331,http://orkg.org/orkg/resource/R26340,10.1007/s10732-008-9076-0,Science
2332,http://orkg.org/orkg/resource/R26343,10.1287/ijoc.1080.0291,Science
2333,http://orkg.org/orkg/resource/R26346,10.1016/j.ejor.2007.06.022,Science
2334,http://orkg.org/orkg/resource/R26348,10.1016/j.ijpe.2006.08.023,Science
2335,http://orkg.org/orkg/resource/R26350,10.1016/j.ejor.2007.09.032,Science
2336,http://orkg.org/orkg/resource/R26359,10.1287/inte.17.1.26,Science
2337,http://orkg.org/orkg/resource/R26379,10.1016/0922-338x(94)90142-2,Science
2338,http://orkg.org/orkg/resource/R26381,10.1074/jbc.274.43.30818,Science
2339,http://orkg.org/orkg/resource/R26383,10.1007/978-94-011-5942-5_39,Science
2340,http://orkg.org/orkg/resource/R26385,10.1016/0167-4838(94)90232-1,Science
2341,http://orkg.org/orkg/resource/R26387,10.1016/0167-4838(91)90025-u,Science
2342,http://orkg.org/orkg/resource/R26389,10.1099/13500872-141-10-2629,Science
2343,http://orkg.org/orkg/resource/R26391,10.1074/jbc.m108660200,Science
2344,http://orkg.org/orkg/resource/R26393,10.1042/bj3110377,Science
2345,http://orkg.org/orkg/resource/R26395,10.1271/bbb.67.354,Science
2346,http://orkg.org/orkg/resource/R26397,10.1016/0076-6879(88)61067-6,Science
2347,http://orkg.org/orkg/resource/R26399,10.1128/aem.61.2.438-442.1995,Science
2348,http://orkg.org/orkg/resource/R26401,10.1007/s002530000388,Science
2349,http://orkg.org/orkg/resource/R26403,10.1271/bbb.57.444,Science
2350,http://orkg.org/orkg/resource/R26405,10.1128/jb.181.21.6642-6649.1999,Science
2351,http://orkg.org/orkg/resource/R26407,10.1007/s002030050505,Science
2352,http://orkg.org/orkg/resource/R26409,10.1271/bbb.56.972,Science
2353,http://orkg.org/orkg/resource/R26411,10.1007/pl00013039,Science
2354,http://orkg.org/orkg/resource/R26413,10.1042/ba20000063,Science
2355,http://orkg.org/orkg/resource/R26415,10.1016/s0922-338x(97)86977-2,Science
2356,http://orkg.org/orkg/resource/R26417,10.1099/00221287-126-1-151,Science
2357,http://orkg.org/orkg/resource/R26419,10.1006/viro.1999.9958,Science
2358,http://orkg.org/orkg/resource/R26423,10.1016/j.jconrel.2004.06.008,Science
2359,http://orkg.org/orkg/resource/R26426,10.1016/j.ijpharm.2003.11.036,Science
2360,http://orkg.org/orkg/resource/R26429,10.1002/jbm.1029,Science
2361,http://orkg.org/orkg/resource/R26432,10.1016/s0169-409x(00)00098-3,Science
2362,http://orkg.org/orkg/resource/R26435,10.1590/s0100-40422008000100028,Science
2363,http://orkg.org/orkg/resource/R26438,10.1089/jop.2000.16.261,Science
2364,http://orkg.org/orkg/resource/R26441,10.1016/j.ijpharm.2007.12.050,Science
2365,http://orkg.org/orkg/resource/R26447,10.1080/02652040801970461,Science
2366,http://orkg.org/orkg/resource/R26450,10.1016/s0169-409x(01)00171-5,Science
2367,http://orkg.org/orkg/resource/R26453,10.1016/s0142-9612(00)00231-3,Science
2368,http://orkg.org/orkg/resource/R26456,10.1016/s0378-5173(99)00365-8,Science
2369,http://orkg.org/orkg/resource/R26459,10.1021/bk-2006-0934.ch009,Science
2370,http://orkg.org/orkg/resource/R26468,10.1211/0022357023079,Science
2371,http://orkg.org/orkg/resource/R26471,10.1248/bpb.26.1100,Science
2372,http://orkg.org/orkg/resource/R26474,10.1016/s0960-894x(01)00285-2,Science
2373,http://orkg.org/orkg/resource/R26477,10.1111/j.1349-7006.2001.tb01116.x,Science
2374,http://orkg.org/orkg/resource/R26480,10.1007/s00217-004-0977-3,Science
2375,http://orkg.org/orkg/resource/R26483,10.1016/s0003-4975(10)60649-2,Science
2376,http://orkg.org/orkg/resource/R26486,10.1080/02648725.1996.10647935,Science
2377,http://orkg.org/orkg/resource/R26489,10.1111/j.1440-1681.2007.04568.x,Science
2378,http://orkg.org/orkg/resource/R26492,10.1002/jbm.1260,Science
2379,http://orkg.org/orkg/resource/R26498,10.1111/j.1600-0765.2005.00817.x,Science
2380,http://orkg.org/orkg/resource/R26503,10.1248/bpb.26.902,Science
2381,http://orkg.org/orkg/resource/R26511,10.1163/156856208784909372,Science
2382,http://orkg.org/orkg/resource/R26514,10.1248/bpb.20.708,Science
2383,http://orkg.org/orkg/resource/R26522,10.1016/s1387-2656(08)70012-7,Science
2384,http://orkg.org/orkg/resource/R26524,10.1128/aem.66.1.80-86.2000,Science
2385,http://orkg.org/orkg/resource/R26527,10.4315/0362-028x-67.4.833,Science
2386,http://orkg.org/orkg/resource/R26530,10.1002/pts.713,Science
2387,http://orkg.org/orkg/resource/R26533,10.1016/j.carbpol.2005.02.019,Science
2388,http://orkg.org/orkg/resource/R26538,10.1007/s10924-006-0027-2,Science
2389,http://orkg.org/orkg/resource/R26541,10.1016/s0304-3894(02)00263-7,Science
2390,http://orkg.org/orkg/resource/R26544,10.1016/j.progpolymsci.2007.11.001,Science
2391,http://orkg.org/orkg/resource/R26554,10.1109/hicss.2000.926982,Science
2392,http://orkg.org/orkg/resource/R26558,10.1109/twc.2002.804190,Science
2393,http://orkg.org/orkg/resource/R26562,10.1109/ipdps.2001.925197,Science
2394,http://orkg.org/orkg/resource/R26566,10.1109/infcom.2001.916296,Science
2395,http://orkg.org/orkg/resource/R26570,10.1109/aero.2002.1035242,Science
2396,http://orkg.org/orkg/resource/R26574,10.1016/s1389-1286(03)00354-2,Science
2397,http://orkg.org/orkg/resource/R26578,10.1007/978-3-540-24606-0_11,Science
2398,http://orkg.org/orkg/resource/R26582,10.1109/broadnets.2004.30,Science
2399,http://orkg.org/orkg/resource/R26586,10.1109/infcom.2004.1354534,Science
2400,http://orkg.org/orkg/resource/R26590,10.1007/11502593_25,Science
2401,http://orkg.org/orkg/resource/R26594,10.1109/cnsr.2005.27,Science
2402,http://orkg.org/orkg/resource/R26598,10.1109/ipdps.2005.365,Science
2403,http://orkg.org/orkg/resource/R26602,10.1109/glocom.2006.986,Science
2404,http://orkg.org/orkg/resource/R26606,10.1016/j.comcom.2007.05.034,Science
2405,http://orkg.org/orkg/resource/R26624,10.1109/ipdps.2002.1016600,Science
2406,http://orkg.org/orkg/resource/R266270,10.1080/09637480701288454,Semantic Web
2407,http://orkg.org/orkg/resource/R26628,10.1109/icact.2007.358351,Science
2408,http://orkg.org/orkg/resource/R26631,10.1109/mwcn.2002.1045790,Science
2409,http://orkg.org/orkg/resource/R26637,10.1109/vetecf.2005.1558418,Science
2410,http://orkg.org/orkg/resource/R26640,10.4028/www.scientific.net/amr.186.225,Science
2411,http://orkg.org/orkg/resource/R26643,10.1007/11596042_112,Science
2412,http://orkg.org/orkg/resource/R26649,10.1080/15501320601067725,Science
2413,http://orkg.org/orkg/resource/R26652,10.1109/lcomm.2012.073112.120450,Science
2414,http://orkg.org/orkg/resource/R26661,10.1109/icpads.1998.741007,Science
2415,http://orkg.org/orkg/resource/R26664,10.1109/infcom.2003.1209194,Science
2416,http://orkg.org/orkg/resource/R26672,10.1109/vetecf.2005.1558414,Science
2417,http://orkg.org/orkg/resource/R26676,10.1155/wcn.2005.686,Science
2418,http://orkg.org/orkg/resource/R26679,10.1109/jsen.2013.2249659,Science
2419,http://orkg.org/orkg/resource/R26682,10.1016/j.comnet.2007.10.005,Science
2420,http://orkg.org/orkg/resource/R26687,10.1109/mahss.2005.1542850,Science
2421,http://orkg.org/orkg/resource/R26691,10.1109/jsen.2010.2056916,Science
2422,http://orkg.org/orkg/resource/R26694,10.1007/s11741-011-0712-1,Science
2423,http://orkg.org/orkg/resource/R26704,10.1109/mcom.2005.1404592,Science
2424,http://orkg.org/orkg/resource/R26708,10.1109/twc.2007.06003,Science
2425,http://orkg.org/orkg/resource/R26711,10.1007/s11277-006-9199-2,Science
2426,http://orkg.org/orkg/resource/R26715,10.1049/iet-wss.2010.0084,Science
2427,http://orkg.org/orkg/resource/R26718,10.1049/iet-wss.2012.0034,Science
2428,http://orkg.org/orkg/resource/R26721,10.1016/j.proeng.2012.01.253,Science
2429,http://orkg.org/orkg/resource/R26724,10.1109/jsen.2012.2227704,Science
2430,http://orkg.org/orkg/resource/R26727,10.1109/jsen.2012.2225423,Science
2431,http://orkg.org/orkg/resource/R26739,10.1109/waina.2008.116,Science
2432,http://orkg.org/orkg/resource/R26745,10.3923/itj.2009.57.63,Science
2433,http://orkg.org/orkg/resource/R26748,10.1109/twc.2011.092011.110717,Science
2434,http://orkg.org/orkg/resource/R26751,10.1007/s11277-009-9842-9,Science
2435,http://orkg.org/orkg/resource/R26754,10.1155/2011/202145,Science
2436,http://orkg.org/orkg/resource/R26757,10.1109/icgec.2010.30,Science
2437,http://orkg.org/orkg/resource/R26760,10.1016/j.comcom.2012.06.013,Science
2438,http://orkg.org/orkg/resource/R26763,10.5220/0003804001850193,Science
2439,http://orkg.org/orkg/resource/R26766,10.1109/cccm.2008.99,Science
2440,http://orkg.org/orkg/resource/R26770,10.3923/itj.2009.28.38,Science
2441,http://orkg.org/orkg/resource/R26773,10.1109/fuzzy.2010.5584580,Science
2442,http://orkg.org/orkg/resource/R26778,10.1007/bf01720070,Science
2443,http://orkg.org/orkg/resource/R26780,10.1016/0305-0548(84)90007-8,Science
2444,http://orkg.org/orkg/resource/R26782,10.1016/0377-2217(85)90252-8,Science
2445,http://orkg.org/orkg/resource/R26784,10.1007/bfb0121103,Science
2446,http://orkg.org/orkg/resource/R26787,10.1016/0377-2217(88)90330-x,Science
2447,http://orkg.org/orkg/resource/R26789,10.1016/0305-0548(91)90028-p,Science
2448,http://orkg.org/orkg/resource/R26791,10.1016/0305-0483(92)90009-v,Science
2449,http://orkg.org/orkg/resource/R26794,10.1016/0377-2217(93)90220-h,Science
