,resources,type_rsrc,type_other,assessment_summary
1339,http://orkg.org/orkg/resource/R155448,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/Venue,"[{'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}]"
1340,http://orkg.org/orkg/resource/PWC_DEBLURRING_PROBLEM,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/Problem,"[{'metric': 'data_protocol', 'score': None}, {'metric': 'structured_metadata', 'score': None}, {'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'searchable', 'score': '0'}]"
1341,http://orkg.org/orkg/resource/R164527,http://orkg.org/orkg/class/Resource,,
1342,http://orkg.org/orkg/resource/PWC_BSD68_SIGMA5_BENCHMARK_DATASET,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/BENCHMARK_DATASET,"[{'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}]"
1343,http://orkg.org/orkg/resource/R156673,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/C21038,"[{'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}, {'metric': 'searchable', 'score': '0'}]"
1344,http://orkg.org/orkg/resource/R64437,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/C0,"[{'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}]"
1345,http://orkg.org/orkg/resource/PWC_CIFAR_FS_5_WAY_5_SHOT_BENCHMARK_DATASET,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/Dataset,"[{'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}]"
1346,http://orkg.org/orkg/resource/R164658,http://orkg.org/orkg/class/Resource,,"[{'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}, {'metric': 'grounded_metadata', 'score': '1'}]"
1347,http://orkg.org/orkg/resource/R64222,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/C0,"[{'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}]"
1348,http://orkg.org/orkg/resource/R63917,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/C0,"[{'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}]"
1349,http://orkg.org/orkg/resource/R68517,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/Contribution,"[{'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'unique_identifier', 'score': '1'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}]"
1350,http://orkg.org/orkg/resource/R156880,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/C21038,"[{'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}, {'metric': 'searchable', 'score': '0'}]"
1351,http://orkg.org/orkg/resource/PWC_AVA_KINETICS_BENCHMARK_DATASET,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/Dataset,"[{'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}]"
1352,http://orkg.org/orkg/resource/R146021,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/TemplateComponentClass,"[{'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}]"
1353,http://orkg.org/orkg/resource/R145403,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/C20101,"[{'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}]"
1354,http://orkg.org/orkg/resource/PWC_MATCHINGNET_VINYALS_ET_AL_2016_MODEL,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/Model,"[{'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'data_kr_language_strong', 'score': None}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}]"
1355,http://orkg.org/orkg/resource/R65023,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/C0,"[{'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}]"
1356,http://orkg.org/orkg/resource/R72714,http://orkg.org/orkg/class/Resource,,"[{'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}]"
1357,http://orkg.org/orkg/resource/R144116,http://orkg.org/orkg/class/Resource,,"[{'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}]"
1358,http://orkg.org/orkg/resource/PWC_AR_100_C14024,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/C14024,"[{'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'metadata_persistence', 'score': '0'}]"
1359,http://orkg.org/orkg/resource/PWC_ICDAR_2015_BENCHMARK_DATASET,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/Dataset,"[{'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}]"
1360,http://orkg.org/orkg/resource/PWC_NELL_995_BENCHMARK_DATASET,http://orkg.org/orkg/class/Resource,http://orkg.org/orkg/class/BENCHMARK_DATASET,"[{'metric': 'unique_identifier', 'score': '1'}, {'metric': 'metadata_authorization', 'score': '1'}, {'metric': 'metadata_identifier_persistence', 'score': '0'}, {'metric': 'metadata_contains_outward_links', 'score': '0'}, {'metric': 'metadata_kr_language_strong', 'score': '1'}, {'metric': 'metadata_includes_license_strong', 'score': '0'}, {'metric': 'metadata_includes_license_weak', 'score': '0'}, {'metric': 'data_identifier_in_metadata', 'score': '0'}, {'metric': 'data_kr_language_weak', 'score': '0'}, {'metric': 'data_authorization', 'score': '0'}, {'metric': 'data_protocol', 'score': '0'}, {'metric': 'grounded_metadata', 'score': '1'}, {'metric': 'data_kr_language_strong', 'score': '0'}, {'metric': 'searchable', 'score': '0'}, {'metric': 'metadata_uses_fair_vocabularies_weak', 'score': '0'}, {'metric': 'metadata_kr_language_weak', 'score': '1'}, {'metric': 'structured_metadata', 'score': '1'}, {'metric': 'metadata_uses_fair_vocabularies_strong', 'score': '0'}, {'metric': 'data_identifier_persistence', 'score': '0'}, {'metric': 'metadata_protocol', 'score': '1'}, {'metric': 'metadata_persistence', 'score': '0'}, {'metric': 'metadata_identifier_in_metadata', 'score': '0'}]"
